SourceFile,Date,StartTime,EndTime,Rank,Name,NSA,Round,Speed_kmh,Distance_m,PointsDist,JudgeTotal,Gate,GatePts,WindMS,WindPts,RoundTotal,RoundRank,OverallPoints,BaseWind,BaseGate,BaseLength,WeatherDesc,AirTempStart,AirTempFinish,TrackTempStart,TrackTempFinish,HumidityStart,HumidityFinish,TanWindMin,TanWindMax,TanWindAvg,Location,HillSize_m,KPoint_m,MeterValue_pts_per_m,GateFactor_pts_per_m,HeadWindFactor,TailWindFactor
2023JP3109RL.pdf,12 MAR 2023,17:36,18:09,22,SUNDAL Kristoffer Eriksen,NOR,2.0,88.0,123.5,66.3,54.0,13.0,,0.12,-1.2,119.1,19,228.7,0.00,13,82.90,cloudy,-1.6,-2.0,-3.7,-3.7,67,70,-0.04,0.65,0.25,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,16:30,17:17,23,JOHANSSON Robert,NOR,1.0,88.3,118.0,56.4,52.5,11.0,,-0.01,0.1,109.0,27,225.9,0.00,11,82.00,cloudy,-1.0,-1.5,-3.7,-3.7,56,64,-0.52,0.96,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,17:36,18:09,23,JOHANSSON Robert,NOR,2.0,88.9,126.0,70.8,52.5,13.0,,0.65,-6.4,116.9,21,225.9,0.00,13,82.90,cloudy,-1.6,-2.0,-3.7,-3.7,67,70,-0.04,0.65,0.25,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,16:30,17:17,24,ZYLA Piotr,POL,1.0,87.8,123.0,65.4,54.0,11.0,,0.43,-4.3,115.1,19,224.1,0.00,11,82.00,cloudy,-1.0,-1.5,-3.7,-3.7,56,64,-0.52,0.96,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,17:36,18:09,24,ZYLA Piotr,POL,2.0,88.6,119.5,59.1,53.5,13.0,,0.36,-3.6,109.0,29,224.1,0.00,13,82.90,cloudy,-1.6,-2.0,-3.7,-3.7,67,70,-0.04,0.65,0.25,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,16:30,17:17,25,KYTOSAHO Niko,FIN,1.0,87.5,119.5,59.1,51.5,11.0,,0.2,-2.0,108.6,28,223.6,0.00,11,82.00,cloudy,-1.0,-1.5,-3.7,-3.7,56,64,-0.52,0.96,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,17:36,18:09,25,KYTOSAHO Niko,FIN,2.0,88.2,122.5,64.5,52.5,13.0,,0.2,-2.0,115.0,23,223.6,0.00,13,82.90,cloudy,-1.6,-2.0,-3.7,-3.7,67,70,-0.04,0.65,0.25,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,16:30,17:17,26,STEINER Maximilian,AUT,1.0,87.2,123.0,65.4,54.0,11.0,,0.96,-9.5,109.9,24,223.2,0.00,11,82.00,cloudy,-1.0,-1.5,-3.7,-3.7,56,64,-0.52,0.96,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,17:36,18:09,26,STEINER Maximilian,AUT,2.0,88.1,121.0,61.8,52.5,13.0,,0.1,-1.0,113.3,26,223.2,0.00,13,82.90,cloudy,-1.6,-2.0,-3.7,-3.7,67,70,-0.04,0.65,0.25,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,16:30,17:17,27,BRESADOLA Giovanni,ITA,1.0,87.8,119.5,59.1,52.5,11.0,,0.58,-5.7,105.9,30,221.5,0.00,11,82.00,cloudy,-1.0,-1.5,-3.7,-3.7,56,64,-0.52,0.96,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,17:36,18:09,27,BRESADOLA Giovanni,ITA,2.0,88.5,123.0,65.4,54.0,13.0,,0.38,-3.8,115.6,22,221.5,0.00,13,82.90,cloudy,-1.6,-2.0,-3.7,-3.7,67,70,-0.04,0.65,0.25,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,16:30,17:17,27,AALTO Antti,FIN,1.0,88.0,120.5,60.9,52.5,11.0,,0.29,-2.9,110.5,23,221.5,0.00,11,82.00,cloudy,-1.0,-1.5,-3.7,-3.7,56,64,-0.52,0.96,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,17:36,18:09,27,AALTO Antti,FIN,2.0,88.5,120.0,60.0,52.0,13.0,,0.1,-1.0,111.0,28,221.5,0.00,13,82.90,cloudy,-1.6,-2.0,-3.7,-3.7,67,70,-0.04,0.65,0.25,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,16:30,17:17,29,NIKAIDO Ren,JPN,1.0,87.8,118.5,57.3,52.5,11.0,,0.32,-3.2,106.6,29,219.9,0.00,11,82.00,cloudy,-1.0,-1.5,-3.7,-3.7,56,64,-0.52,0.96,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,17:36,18:09,29,NIKAIDO Ren,JPN,2.0,88.6,122.5,64.5,53.5,13.0,,0.47,-4.7,113.3,26,219.9,0.00,13,82.90,cloudy,-1.6,-2.0,-3.7,-3.7,67,70,-0.04,0.65,0.25,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,16:30,17:17,30,LEYHE Stephan,GER,1.0,88.1,121.5,62.7,54.0,11.0,,0.39,-3.9,112.8,22,210.8,0.00,11,82.00,cloudy,-1.0,-1.5,-3.7,-3.7,56,64,-0.52,0.96,0.35,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3109RL.pdf,12 MAR 2023,17:36,18:09,30,LEYHE Stephan,GER,2.0,88.7,114.0,49.2,51.0,13.0,,0.22,-2.2,98.0,30,210.8,0.00,13,82.90,cloudy,-1.6,-2.0,-3.7,-3.7,67,70,-0.04,0.65,0.25,Oslo,134.0,120.0,1.8,7.13,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,1,GRANERUD Halvor Egner,NOR,1.0,89.6,142.0,94.2,57.0,8.0,5.9,0.35,-3.5,153.6,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,2,FORFANG Johann Andre,NOR,1.0,89.0,141.5,93.3,55.5,7.0,13.5,0.94,-9.3,153.0,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,3,KOBAYASHI Ryoyu,JPN,1.0,89.0,132.5,77.1,55.0,7.0,13.5,0.49,-4.9,140.7,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,4,JOHANSSON Robert,NOR,1.0,90.0,136.0,83.4,55.5,8.0,5.9,0.62,-6.1,138.7,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,5,LINDVIK Marius,NOR,1.0,88.4,131.5,75.3,54.5,7.0,13.5,0.53,-5.2,138.1,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,6,STOCH Kamil,POL,1.0,88.6,129.0,70.8,55.0,6.0,19.4,0.76,-7.5,137.7,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,7,LANISEK Anze,SLO,1.0,89.9,131.0,74.4,56.0,8.0,5.9,0.01,-0.1,136.2,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,8,TSCHOFENIG Daniel,AUT,1.0,88.9,129.0,70.8,52.5,7.0,13.5,0.08,-0.8,136.0,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,9,KRAFT Stefan,AUT,1.0,89.8,132.0,76.2,55.5,8.0,5.9,0.38,-3.8,133.8,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,10,GEIGER Karl,GER,1.0,89.4,128.0,69.0,53.0,7.0,13.5,0.19,-1.9,133.6,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,11,JELAR Ziga,SLO,1.0,89.3,127.5,68.1,53.5,7.0,13.5,0.34,-3.4,131.7,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,12,KUBACKI Dawid,POL,1.0,89.9,127.5,68.1,54.0,8.0,5.9,-0.18,2.7,130.7,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,13,TANDE Daniel Andre,NOR,1.0,88.8,129.0,70.8,52.5,7.0,13.5,0.78,-7.7,129.1,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,14,DESCHWANDEN Gregor,SUI,1.0,90.4,133.0,78.0,54.5,9.0,,0.42,-4.2,128.3,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,15,LEYHE Stephan,GER,1.0,89.9,131.0,74.4,54.0,8.0,5.9,0.69,-6.8,127.5,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,16,ZAJC Timi,SLO,1.0,88.8,124.0,61.8,52.0,7.0,13.5,0.18,-1.8,125.5,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,17,KOS Lovro,SLO,1.0,89.2,128.0,69.0,54.0,8.0,5.9,0.35,-3.5,125.4,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,18,SCHMID Constantin,GER,1.0,89.7,129.5,71.7,54.0,8.0,5.9,0.71,-7.0,124.6,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,19,PREVC Domen,SLO,1.0,88.9,126.0,65.4,52.5,7.0,13.5,0.84,-8.3,123.1,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,19,AIGNER Clemens,AUT,1.0,89.4,129.0,70.8,54.0,8.0,5.9,0.77,-7.6,123.1,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,21,RAIMUND Philipp,GER,1.0,89.6,130.5,73.5,50.5,8.0,5.9,0.78,-7.7,122.2,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,22,HOERL Jan,AUT,1.0,88.5,118.5,51.9,50.5,6.0,19.4,0.13,-1.3,120.5,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,23,HAYBOECK Michael,AUT,1.0,88.6,118.0,51.0,50.5,6.0,19.4,0.1,-1.0,119.9,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,24,STEINER Maximilian,AUT,1.0,89.9,127.5,68.1,53.0,9.0,,0.29,-2.9,118.2,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,25,NAKAMURA Naoki,JPN,1.0,89.0,126.5,66.3,52.0,8.0,5.9,0.88,-8.7,115.5,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,26,WASEK Pawel,POL,1.0,89.7,129.0,70.8,52.5,9.0,,0.8,-7.9,115.4,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,26,AIGRO Artti,EST,1.0,89.7,125.5,64.5,52.5,9.0,,0.16,-1.6,115.4,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,28,AMMANN Simon,SUI,1.0,90.1,127.0,67.2,49.5,9.0,,0.22,-2.2,114.5,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,29,FETTNER Manuel,AUT,1.0,88.5,117.5,50.1,50.5,7.0,13.5,0.06,-0.6,113.5,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,30,BOYD-CLOWES Mackenzie,CAN,1.0,90.5,126.0,65.4,53.0,9.0,,0.58,-5.7,112.7,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,31,ZNISZCZOL Aleksander,POL,1.0,90.1,125.5,64.5,52.5,9.0,,0.54,-5.3,111.7,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,32,LISSO Justin,GER,1.0,90.2,123.5,60.9,51.5,9.0,,0.17,-1.7,110.7,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,33,EISENBICHLER Markus,GER,1.0,88.2,115.5,46.5,50.5,6.0,19.4,0.69,-6.8,109.6,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,34,SUNDAL Kristoffer Eriksen,NOR,1.0,89.2,119.5,53.7,50.5,8.0,5.9,0.13,-1.3,108.8,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,35,ZOGRAFSKI Vladimir,BUL,1.0,89.6,125.0,63.6,51.0,9.0,,0.71,-7.0,107.6,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,35,MASLE Rok,SLO,1.0,89.9,124.0,61.8,51.0,9.0,,0.53,-5.2,107.6,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,37,NOUSIAINEN Eetu,FIN,1.0,90.7,123.0,60.0,50.5,9.0,,0.42,-4.2,106.3,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,38,ZYLA Piotr,POL,1.0,89.8,121.0,56.4,49.5,8.0,5.9,0.58,-5.7,106.1,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,39,AALTO Antti,FIN,1.0,90.2,124.0,61.8,52.0,9.0,,0.79,-7.8,106.0,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,40,WOLNY Jakub,POL,1.0,89.8,121.5,57.3,51.0,9.0,,0.34,-3.4,104.9,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,41,BRESADOLA Giovanni,ITA,1.0,90.1,123.0,60.0,49.5,9.0,,0.58,-5.7,103.8,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,42,KYTOSAHO Niko,FIN,1.0,89.7,122.5,59.1,50.5,9.0,,0.61,-6.0,103.6,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,43,PEIER Killian,SUI,1.0,90.6,119.5,53.7,51.5,9.0,,0.35,-3.5,101.7,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,44,INSAM Alex,ITA,1.0,89.7,122.0,58.2,51.0,9.0,,0.79,-7.8,101.4,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,45,IMHOF Remo,SUI,1.0,90.0,120.5,55.5,51.0,9.0,,0.55,-5.4,101.1,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,46,URLAUB Andrew,USA,1.0,90.0,121.0,56.4,49.5,9.0,,0.52,-5.1,100.8,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,47,SATO Keiichi,JPN,1.0,89.9,116.5,48.3,50.0,9.0,,0.01,-0.1,98.2,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,48,CECON Francesco,ITA,1.0,89.9,119.0,52.8,49.5,9.0,,0.45,-4.5,97.8,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,49,KOBAYASHI Junshiro,JPN,1.0,89.7,116.0,47.4,50.5,9.0,,0.06,-0.6,97.3,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3111RLQ.pdf,13 MAR 2023,20:30,21:30,50,SATO Yukiya,JPN,1.0,89.7,119.0,52.8,49.5,9.0,,0.63,-6.2,96.1,,,0.00,09,86.10,snowfall,-3.3,-3.5,-6.0,-6.0,97,93,-0.18,0.94,0.40,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,16:30,17:14,1,GRANERUD Halvor Egner,NOR,1.0,87.0,135.0,81.6,54.5,5.0,,1.49,-14.8,121.3,2,257.7,0.00,05,82.76,sunny,-0.3,-1.4,-6.0,-6.0,76,70,0.95,2.29,1.46,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,17:31,18:01,1,GRANERUD Halvor Egner,NOR,2.0,88.8,139.5,89.7,57.5,7.0,-6.0,0.48,-4.8,136.4,1,257.7,0.00,06,83.53,sunny,-1.9,-3.5,-6.0,-6.0,71,76,0.05,1.70,1.00,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,16:30,17:14,2,KRAFT Stefan,AUT,1.0,87.0,138.5,87.9,58.0,5.0,,1.6,-15.8,130.1,1,255.4,0.00,05,82.76,sunny,-0.3,-1.4,-6.0,-6.0,76,70,0.95,2.29,1.46,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,17:31,18:01,2,KRAFT Stefan,AUT,2.0,88.9,132.0,76.2,56.0,7.0,-6.0,0.09,-0.9,125.3,5,255.4,0.00,06,83.53,sunny,-1.9,-3.5,-6.0,-6.0,71,76,0.05,1.70,1.00,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,16:30,17:14,3,FETTNER Manuel,AUT,1.0,86.7,125.5,64.5,52.5,5.0,,1.14,-11.3,105.7,16,235.9,0.00,05,82.76,sunny,-0.3,-1.4,-6.0,-6.0,76,70,0.95,2.29,1.46,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,17:31,18:01,3,FETTNER Manuel,AUT,2.0,87.6,138.0,87.0,55.5,6.0,,1.24,-12.3,130.2,2,235.9,0.00,06,83.53,sunny,-1.9,-3.5,-6.0,-6.0,71,76,0.05,1.70,1.00,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,16:30,17:14,4,TSCHOFENIG Daniel,AUT,1.0,86.6,128.5,69.9,54.0,5.0,,1.59,-15.7,108.2,12,235.8,0.00,05,82.76,sunny,-0.3,-1.4,-6.0,-6.0,76,70,0.95,2.29,1.46,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,17:31,18:01,4,TSCHOFENIG Daniel,AUT,2.0,87.8,132.0,76.2,55.5,6.0,,0.41,-4.1,127.6,3,235.8,0.00,06,83.53,sunny,-1.9,-3.5,-6.0,-6.0,71,76,0.05,1.70,1.00,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,16:30,17:14,5,GEIGER Karl,GER,1.0,87.6,130.0,72.6,54.0,5.0,,1.58,-15.6,111.0,10,234.0,0.00,05,82.76,sunny,-0.3,-1.4,-6.0,-6.0,76,70,0.95,2.29,1.46,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,17:31,18:01,5,GEIGER Karl,GER,2.0,89.0,133.5,78.9,55.5,7.0,-6.0,0.55,-5.4,123.0,6,234.0,0.00,06,83.53,sunny,-1.9,-3.5,-6.0,-6.0,71,76,0.05,1.70,1.00,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,16:30,17:14,6,FORFANG Johann Andre,NOR,1.0,86.9,131.5,75.3,54.0,5.0,,1.6,-15.8,113.5,8,232.9,0.00,05,82.76,sunny,-0.3,-1.4,-6.0,-6.0,76,70,0.95,2.29,1.46,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
2023JP3112RL.pdf,14 MAR 2023,17:31,18:01,6,FORFANG Johann Andre,NOR,2.0,88.5,132.0,76.2,55.5,7.0,-6.0,0.64,-6.3,119.4,8,232.9,0.00,06,83.53,sunny,-1.9,-3.5,-6.0,-6.0,71,76,0.05,1.70,1.00,Lillehammer,140.0,123.0,1.8,7.56,9.9,14.85
