SourceFile,Date,StartTime,EndTime,Rank,Name,NSA,Round,Speed_kmh,Distance_m,PointsDist,JudgeTotal,Gate,GatePts,WindMS,WindPts,RoundTotal,RoundRank,OverallPoints,BaseWind,BaseGate,BaseLength,WeatherDesc,AirTempStart,AirTempFinish,TrackTempStart,TrackTempFinish,HumidityStart,HumidityFinish,TanWindMin,TanWindMax,TanWindAvg,Location,HillSize_m,KPoint_m,MeterValue_pts_per_m,GateFactor_pts_per_m,HeadWindFactor,TailWindFactor
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,1,GEIGER Karl,GER,1.0,92.0,127.0,72.6,54.0,16.0,,-1.01,13.2,139.8,1,291.1,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,1,GEIGER Karl,GER,2.0,91.0,136.5,89.7,56.0,15.0,8.1,0.23,-2.5,151.3,3,291.1,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,2,STOCH Kamil,POL,1.0,91.0,125.0,69.0,55.0,16.0,,-0.92,12.0,136.0,4,288.3,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,2,STOCH Kamil,POL,2.0,90.4,132.5,82.5,57.0,15.0,8.1,-0.36,4.7,152.3,2,288.3,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,3,LINDVIK Marius,NOR,1.0,91.1,126.5,71.7,55.0,16.0,,-0.9,11.8,138.5,2,285.2,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,3,LINDVIK Marius,NOR,2.0,90.0,135.5,87.9,53.0,15.0,8.1,0.21,-2.3,146.7,6,285.2,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,4,GRANERUD Halvor Egner,NOR,1.0,91.1,122.0,63.6,54.0,16.0,,-1.04,13.6,131.2,9,280.1,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,4,GRANERUD Halvor Egner,NOR,2.0,90.5,131.0,79.8,55.5,15.0,8.1,-0.42,5.5,148.9,4,280.1,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,5,EISENBICHLER Markus,GER,1.0,91.7,118.0,56.4,52.0,16.0,,-1.02,13.3,121.7,27,274.3,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,5,EISENBICHLER Markus,GER,2.0,92.0,142.0,99.6,49.5,17.0,,-0.27,3.5,152.6,1,274.3,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,6,KRAFT Stefan,AUT,1.0,91.4,126.5,71.7,54.0,16.0,,-0.63,8.2,133.9,5,273.6,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,6,KRAFT Stefan,AUT,2.0,91.0,125.0,69.0,54.0,15.0,8.1,-0.66,8.6,139.7,8,273.6,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,7,STEKALA Andrzej,POL,1.0,91.4,123.0,65.4,52.5,16.0,,-0.63,8.2,126.1,19,273.3,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,7,STEKALA Andrzej,POL,2.0,91.5,136.5,89.7,56.5,17.0,,-0.08,1.0,147.2,5,273.3,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,8,ASCHENWALD Philipp,AUT,1.0,91.6,130.0,78.0,55.0,16.0,,-0.41,5.4,138.4,3,273.0,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,8,ASCHENWALD Philipp,AUT,2.0,90.9,127.0,72.6,54.0,15.0,8.1,0.01,-0.1,134.6,14,273.0,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,9,LANISEK Anze,SLO,1.0,91.8,120.5,60.9,52.5,16.0,,-0.97,12.7,126.1,19,270.1,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,9,LANISEK Anze,SLO,2.0,91.9,135.5,87.9,51.0,17.0,,-0.39,5.1,144.0,7,270.1,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,10,JELAR Ziga,SLO,1.0,91.2,128.0,74.4,54.0,16.0,,-0.41,5.4,133.8,6,269.8,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,10,JELAR Ziga,SLO,2.0,90.9,124.0,67.2,53.5,15.0,8.1,-0.55,7.2,136.0,11,269.8,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,11,HOERL Jan,AUT,1.0,91.2,129.0,76.2,54.0,16.0,,-0.27,3.5,133.7,7,266.7,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,11,HOERL Jan,AUT,2.0,90.6,123.5,66.3,53.5,15.0,8.1,-0.39,5.1,133.0,18,266.7,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,12,PREVC Domen,SLO,1.0,91.7,129.0,76.2,54.0,16.0,,-0.06,0.8,131.0,10,266.2,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,12,PREVC Domen,SLO,2.0,90.9,126.5,71.7,55.5,15.0,8.1,0.01,-0.1,135.2,13,266.2,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,13,HUBER Daniel,AUT,1.0,91.5,121.0,61.8,53.0,16.0,,-1.11,14.5,129.3,14,265.4,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,13,HUBER Daniel,AUT,2.0,91.6,127.5,73.5,55.0,17.0,,-0.58,7.6,136.1,10,265.4,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,14,KOBAYASHI Ryoyu,JPN,1.0,91.2,123.0,65.4,53.0,16.0,,-0.84,11.0,129.4,13,265.2,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,14,KOBAYASHI Ryoyu,JPN,2.0,91.5,128.0,74.4,54.0,17.0,,-0.57,7.4,135.8,12,265.2,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,15,KUBACKI Dawid,POL,1.0,91.6,122.0,63.6,53.0,16.0,,-1.0,13.1,129.7,12,264.3,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,15,KUBACKI Dawid,POL,2.0,91.6,126.5,71.7,54.0,17.0,,-0.68,8.9,134.6,14,264.3,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,16,SATO Keiichi,JPN,1.0,91.2,125.0,69.0,53.5,16.0,,-0.67,8.8,131.3,8,263.8,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,16,SATO Keiichi,JPN,2.0,90.9,123.0,65.4,53.0,15.0,8.1,-0.46,6.0,132.5,19,263.8,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,17,PREVC Peter,SLO,1.0,91.0,123.0,65.4,51.5,16.0,,-0.52,6.8,123.7,25,261.4,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,17,PREVC Peter,SLO,2.0,91.3,129.5,77.1,54.5,17.0,,-0.47,6.1,137.7,9,261.4,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,18,SATO Yukiya,JPN,1.0,90.6,122.5,64.5,52.0,16.0,,-1.09,14.2,130.7,11,260.7,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,18,SATO Yukiya,JPN,2.0,90.8,124.0,67.2,53.5,17.0,,-0.71,9.3,130.0,21,260.7,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,19,PREVC Cene,SLO,1.0,91.2,125.0,69.0,53.5,16.0,,-0.29,3.8,126.3,18,260.0,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,19,PREVC Cene,SLO,2.0,91.5,128.5,75.3,54.0,17.0,,-0.34,4.4,133.7,16,260.0,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,20,NAKAMURA Naoki,JPN,1.0,91.1,125.0,69.0,52.5,16.0,,-0.41,5.4,126.9,17,259.0,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,20,NAKAMURA Naoki,JPN,2.0,91.2,128.0,74.4,54.0,17.0,,-0.28,3.7,132.1,20,259.0,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,21,ZYLA Piotr,POL,1.0,91.3,119.5,59.1,52.5,16.0,,-0.87,11.4,123.0,26,256.7,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,21,ZYLA Piotr,POL,2.0,91.6,129.0,76.2,52.5,17.0,,-0.38,5.0,133.7,16,256.7,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,22,TANDE Daniel Andre,NOR,1.0,91.2,124.0,67.2,53.0,16.0,,-0.36,4.7,124.9,21,254.8,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,22,TANDE Daniel Andre,NOR,2.0,91.5,127.0,72.6,54.0,17.0,,-0.25,3.3,129.9,22,254.8,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,23,AALTO Antti,FIN,1.0,91.3,124.0,67.2,52.5,16.0,,-0.4,5.2,124.9,21,254.0,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,23,AALTO Antti,FIN,2.0,91.3,128.5,75.3,53.5,17.0,,-0.02,0.3,129.1,23,254.0,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,24,LACKNER Thomas,AUT,1.0,91.2,124.5,68.1,53.0,16.0,,-0.24,3.1,124.2,23,251.5,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,24,LACKNER Thomas,AUT,2.0,91.4,128.0,74.4,54.0,17.0,,0.1,-1.1,127.3,24,251.5,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,25,FREUND Severin,GER,1.0,91.5,123.5,66.3,53.0,16.0,,-0.36,4.7,124.0,24,249.5,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,25,FREUND Severin,GER,2.0,91.8,126.0,70.8,54.0,17.0,,-0.05,0.7,125.5,25,249.5,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,26,KLIMOV Evgeniy,RUS,1.0,91.3,126.5,71.7,53.0,16.0,,-0.35,4.6,129.3,14,245.4,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,26,KLIMOV Evgeniy,RUS,2.0,91.4,118.5,57.3,51.0,17.0,,-0.6,7.8,116.1,29,245.4,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,27,DESCHWANDEN Gregor,SUI,1.0,91.6,121.0,61.8,52.5,16.0,,-0.56,7.3,121.6,28,245.0,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,27,DESCHWANDEN Gregor,SUI,2.0,91.8,123.5,66.3,52.5,17.0,,-0.35,4.6,123.4,26,245.0,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,28,KOBAYASHI Junshiro,JPN,1.0,90.9,122.0,63.6,51.5,16.0,,-0.42,5.5,120.6,30,243.3,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,28,KOBAYASHI Junshiro,JPN,2.0,91.0,122.5,64.5,52.5,17.0,,-0.44,5.7,122.7,27,243.3,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,29,ZOGRAFSKI Vladimir,BUL,1.0,90.8,126.0,70.8,52.5,16.0,,-0.37,4.8,128.1,16,243.0,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,29,ZOGRAFSKI Vladimir,BUL,2.0,91.1,119.0,58.2,51.0,17.0,,-0.44,5.7,114.9,30,243.0,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,16:30,17:30,30,MURANKA Klemens,POL,1.0,90.8,122.0,63.6,52.0,16.0,,-0.4,5.2,120.8,29,238.3,0.00,16,88.21,partly cloudy,-0.5,-1.3,-4.7,-4.7,85,85,-1.11,-0.06,-0.57,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3005RL.pdf,29 DEC 2020,17:49,18:28,30,MURANKA Klemens,POL,2.0,91.3,120.5,60.9,51.5,17.0,,-0.39,5.1,117.5,28,238.3,0.00,17,88.71,lightly snowfall,-1.3,-1.5,-4.7,-4.7,87,92,-0.71,0.23,-0.33,Oberstdorf,137.0,120.0,1.8,8.1,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,1,STOCH Kamil,POL,1.0,85.5,132.0,81.6,57.0,4.0,3.7,0.65,-7.0,135.3,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,2,SATO Yukiya,JPN,1.0,85.3,129.0,76.2,54.5,4.0,3.7,0.54,-5.8,128.6,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,3,EISENBICHLER Markus,GER,1.0,85.5,129.5,77.1,50.0,3.0,7.3,0.56,-6.0,128.4,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,4,HAYBOECK Michael,AUT,1.0,86.3,127.0,72.6,54.0,4.0,3.7,0.85,-9.2,121.1,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,5,GEIGER Karl,GER,1.0,86.3,125.5,69.9,55.0,4.0,3.7,0.72,-7.8,120.8,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,5,KUBACKI Dawid,POL,1.0,86.3,123.5,66.3,53.5,4.0,3.7,0.25,-2.7,120.8,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,7,GRANERUD Halvor Egner,NOR,1.0,86.1,126.0,70.8,52.5,5.0,,0.52,-5.6,117.7,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,8,KLIMOV Evgeniy,RUS,1.0,86.2,126.5,71.7,54.0,5.0,,0.76,-8.2,117.5,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,9,HUBER Daniel,AUT,1.0,85.9,121.5,62.7,53.5,4.0,3.7,0.26,-2.8,117.1,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,10,ZYLA Piotr,POL,1.0,85.9,121.5,62.7,53.0,4.0,3.7,0.32,-3.5,115.9,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,11,HOERL Jan,AUT,1.0,85.5,122.0,63.6,53.5,4.0,3.7,0.6,-6.5,114.3,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,12,ASCHENWALD Philipp,AUT,1.0,86.2,119.0,58.2,53.5,4.0,3.7,0.15,-1.6,113.8,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,13,ITO Daiki,JPN,1.0,85.8,122.5,64.5,54.0,4.0,3.7,0.85,-9.2,113.0,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,14,KOBAYASHI Ryoyu,JPN,1.0,85.7,120.0,60.0,53.5,4.0,3.7,0.4,-4.3,112.9,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,15,PASCHKE Pius,GER,1.0,85.7,123.5,66.3,53.5,4.0,3.7,1.1,-11.9,111.6,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,16,PREVC Peter,SLO,1.0,85.4,119.0,58.2,52.0,4.0,3.7,0.24,-2.6,111.3,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
2021JP3037RLQ.pdf,20 NOV 2020,18:00,19:01,17,ZNISZCZOL Aleksander,POL,1.0,85.9,121.0,61.8,52.5,5.0,,0.37,-4.0,110.3,,,0.00,05,80.61,mostly cloudy,-0.1,0.7,-6.5,-6.5,97,92,-0.33,1.10,0.44,Wisla,134.0,120.0,1.8,7.24,10.8,13.07
